# steps, mse
2.444938000000000000e+06,2.214387757703661919e-03
2.466687000000000000e+06,1.696808147244155407e-03
2.488481000000000000e+06,2.809170400723814964e-03
2.511127000000000000e+06,2.026130445301532745e-03
2.532912000000000000e+06,2.864546841010451317e-03
2.554864000000000000e+06,2.152522793039679527e-03
2.576650000000000000e+06,1.187885529361665249e-03
2.598467000000000000e+06,2.655340125784277916e-03
2.620621000000000000e+06,1.606102101504802704e-03
2.642200000000000000e+06,1.526591018773615360e-03
2.663730000000000000e+06,2.140392782166600227e-03
2.685972000000000000e+06,2.010012511163949966e-03
2.708481000000000000e+06,1.404142705723643303e-03
2.730609000000000000e+06,1.937478780746459961e-03
2.752267000000000000e+06,2.453581895679235458e-03
2.774153000000000000e+06,1.033259904943406582e-03
2.795882000000000000e+06,1.073423074558377266e-03
2.817877000000000000e+06,1.465661916881799698e-03
2.840380000000000000e+06,1.246312865987420082e-03
2.862036000000000000e+06,2.286843257024884224e-03
2.883832000000000000e+06,2.016325015574693680e-03
2.906180000000000000e+06,1.252476009540259838e-03
2.928062000000000000e+06,2.055370481684803963e-03
2.949583000000000000e+06,1.797489123418927193e-03
2.971266000000000000e+06,1.622022711671888828e-03
2.992758000000000000e+06,1.614480279386043549e-03
3.015080000000000000e+06,1.299260300584137440e-03
3.037172000000000000e+06,1.270577777177095413e-03
3.059039000000000000e+06,1.457619713619351387e-03
3.080602000000000000e+06,1.491215545684099197e-03
3.102457000000000000e+06,1.493454328738152981e-03
3.124339000000000000e+06,1.863376121036708355e-03
3.145978000000000000e+06,1.821461599320173264e-03
3.167868000000000000e+06,1.201887615025043488e-03
3.190038000000000000e+06,1.472501084208488464e-03
3.212214000000000000e+06,2.699320204555988312e-03
3.233487000000000000e+06,1.179025857709348202e-03
3.255210000000000000e+06,1.975060440599918365e-03
3.277796000000000000e+06,1.403219997882843018e-03
3.299520000000000000e+06,1.443993533030152321e-03
3.321421000000000000e+06,1.045997720211744308e-03
3.344322000000000000e+06,1.487325760535895824e-03
3.366193000000000000e+06,9.613576112315058708e-04
3.388232000000000000e+06,1.346469623968005180e-03
3.409114000000000000e+06,1.284122350625693798e-03
3.430863000000000000e+06,1.560983480885624886e-03
3.452929000000000000e+06,1.603283919394016266e-03
3.474594000000000000e+06,2.054536249488592148e-03
3.496640000000000000e+06,1.966066891327500343e-03
3.519042000000000000e+06,1.965438714250922203e-03
3.540677000000000000e+06,1.847116975113749504e-03
3.562555000000000000e+06,1.543063088320195675e-03
3.584510000000000000e+06,1.720833592116832733e-03
3.606461000000000000e+06,2.571016550064086914e-03
3.628162000000000000e+06,1.161671709269285202e-03
3.650010000000000000e+06,2.051287796348333359e-03
