# steps, mse
2.600000000000000000e+02,2.148312807083129883e+00
6.040000000000000000e+02,1.597680568695068359e+00
8.920000000000000000e+02,1.065225005149841309e+00
1.197000000000000000e+03,8.782625198364257812e-01
1.467000000000000000e+03,8.240166306495666504e-01
